title	topic	topic_relevance	num_words
GHZ-Experiment	-1	0.8150	897
Gross-Pitaevskii-Gleichung	0	0.7204	228
Hamiltonoperator	0	0.7204	659
Heisenberg-Schnitt	0	0.7204	128
Harmonischer Oszillator (Quantenmechanik)	-1	0.8150	2120
Heisenberg-Modell	-1	0.8150	1001
Heisenberg-Bild	0	0.7204	721
Heisenberg-Bild	0	0.7204	721
Hellmann-Feynman-Theorem	0	0.7204	158
Heisenbergsche Unschärferelation	0	0.7204	2991
Hermitesche Funktion	0	0.7204	229
Hermitescher Operator	0	0.7204	1409
Hundsche Kopplungsfälle	10	0.7557	242
Inverses Streuproblem der Quantenmechanik	0	0.7204	775
Impulsoperator	0	0.7204	558
Kanonische Vertauschungsrelation	0	0.7204	305
Jordan-Wigner-Transformation	-1	0.8150	458
Kasha-Regel	-1	0.8150	513
Kochen-Specker-Theorem	0	0.7204	1535
Kommensurabilität (Quantenmechanik)	0	0.7204	162
Kollaps der Wellenfunktion	0	0.7204	948
Komplementaritätsprinzip	0	0.7204	1690
Kohärenz (Physik)	7	0.5450	3833
Komplementäre Observablen	0	0.7204	182
Kopenhagener Deutung der Quantenmechanik	0	0.7204	1230
Lindblad-Gleichung	0	0.7204	376
Kramers-Theorem	0	0.7204	251
Kubo-Formel	-1	0.8150	464
Lippmann-Schwinger-Gleichung	0	0.7204	324
LOCC	0	0.7204	2246
Matrixelement (Physik)	0	0.7204	192
Mathematische Formulierung der Quantenmechanik	0	0.7204	2003
Matrizenmechanik	0	0.7204	1349
Maxwell-Bloch-Gleichungen	-1	0.8150	563
Multiplizität	-1	0.8150	718
Parallelwelt	4	0.6571	3547
Nakajima-Zwanzig-Gleichung	0	0.7204	180
NOON-Zustand	0	0.7204	368
Ortho- und Parawasserstoff	5	0.6795	1335
Ortsoperator	0	0.7204	258
Parallelwelt	4	0.6571	3547
Pfadordnung	0	0.7204	265
Pauli-Lubanski-Pseudovektor	-1	0.8150	343
Permutationsinvariante Quantentomographie	0	0.7204	605
Photonenwaage	0	0.7204	338
Post-Hartree-Fock-Methoden	0	0.7204	466
Quantelung	0	0.7204	148
Positive Operator Valued Probability Measure	-1	0.8150	246
Quanten-Spieltheorie	0	0.7204	179
Quantenkontrolle	0	0.7204	338
Quantendarwinismus	-1	0.8150	1320
Quantenlithographie	0	0.7204	1153
Quantenlogik	0	0.7204	2102
Quantenmechanik	0	0.7204	8271
Quantenmechanische Messung	0	0.7204	2358
Quantenontologie	0	0.7204	219
Erwartungswert	3	0.4698	2613
Quantenstruktur	0	0.7204	185
Die Quantentheorie und das Schisma der Physik	0	0.7204	509
Quantenreflexion	0	0.7204	380
Quantenspinflüssigkeit	0	0.7204	215
Quantentomographie	0	0.7204	120
Quantenradierer	0	0.7204	5794
Quantisierungsachse	0	0.7204	347
Quantum Nondemolition Measurement	0	0.7204	230
Ramsauer-Effekt	10	0.7557	413
Random-Phase-Approximation	-1	0.8150	149
Rarita-Schwinger-Gleichung	-1	0.8150	219
Rastertunnelmikroskop	19	0.6482	2631
Rastertunnelpotentiometrie	19	0.6482	252
Rastertunnelspektroskopie	19	0.6482	320
Rayleigh-Ritz-Prinzip	-1	0.8150	553
Satz von Floquet	-1	0.8150	157
Regge-Theorie	-1	0.8150	567
Schrödinger-Newton-Gleichung	0	0.7204	974
Schrödinger-Bild	0	0.7204	748
Schrödinger-Operator	0	0.7204	470
Schrödingergleichung	0	0.7204	2819
Self-Consistent-Field-Methode	0	0.7204	452
Schrödingers Katze	0	0.7204	4323
Separabilität (Quantenmechanik)	0	0.7204	834
Spin-Echo	-1	0.8150	601
Slater-Determinante	0	0.7204	650
Spin-Gruppe	-1	0.8150	374
Spinpolarisierte Rastertunnelmikroskopie	19	0.6482	200
Spinor-Darstellung	-1	0.8150	288
Stationärer Zustand (Quantenmechanik)	0	0.7204	135
Stokes-Verschiebung	-1	0.8150	465
Split-Operator-Methode	0	0.7204	432
Streuamplitude	0	0.7204	257
Tamm-Dancoff-Näherung	10	0.7557	516
Störungstheorie (Quantenmechanik)	-1	0.8150	1993
Thermische Wellenlänge	-1	0.8150	286
Teilchen auf dem Ring	-1	0.8150	458
Teilchen im Kasten	-1	0.8150	1857
Tunneleffekt	0	0.7204	1592
Übergang (Quantenmechanik)	0	0.7204	271
Valleytronik	-1	0.8150	191
Ununterscheidbare Teilchen	0	0.7204	2494
Valenzbindungstheorie	10	0.7557	1943
Variationsmethode (Quantenmechanik)	0	0.7204	204
Verborgene Variablen	0	0.7204	368
Vektoroperator	0	0.7204	190
Viele-Welten-Interpretation	0	0.7204	3021
Vollständiger Satz kommutierender Observablen	0	0.7204	523
Von-Neumann-Gleichung	0	0.7204	347
Wechselwirkungsbild	0	0.7204	435
Entropie	16	0.6784	6243
Wellenvektor	7	0.5450	436
Wellenfunktion	0	0.7204	2260
WIEN2k	0	0.7204	196
Weyl-Quantisierung	0	0.7204	459
Wigner-Theorem	0	0.7204	263
Wigners Freund	0	0.7204	1055
Wignerfunktion	0	0.7204	681
WKB-Näherung	0	0.7204	583
Zeitentwicklungsoperator	0	0.7204	537
Wignersche D-Matrix	-1	0.8150	815
Zustand (Quantenmechanik)	0	0.7204	4798
Zweiter Schall	-1	0.8150	172
Zustand (Quantenmechanik)	0	0.7204	4798
Fototechnik	1	0.4168	438
Zweizustandssystem	0	0.7204	490
Abbildungstiefe	1	0.4168	244
Abbildungsmaßstab	1	0.4168	624
Agfacontour Professional	1	0.4168	283
Albuminpapier	1	0.4168	385
Äquidensiten	-1	0.8150	326
Artefakt (Fotografie)	-1	0.8150	108
Advanced Photo System	1	0.4168	1457
Aufheller	1	0.4168	206
Auflösung (Fotografie)	1	0.4168	414
Fotografische Aufnahme	1	0.4168	320
Bahtinov-Maske	11	0.6067	206
Basis (Stereofotografie)	1	0.4168	223
Bean Bag	6	0.3364	335
Beugungsunschärfe	11	0.6067	538
Bewegte Bilder	1	0.4168	579
Bewegungsunschärfe	1	0.4168	399
Bildebene (Fotografie)	1	0.4168	231
Bildelement	1	0.4168	873
Bildfolgezeit	1	0.4168	138
Bildformat (Papierbild)	1	0.4168	498
Bildkreis	1	0.4168	379
Bildsensorkalibrierung	1	0.4168	435
Bildträger	1	0.4168	506
Bildrauschen	1	0.4168	1827
Bipack-Verfahren	1	0.4168	249
Bleichbadüberbrückung	1	0.4168	439
Blendeneinstellring	-1	0.8150	163
Bildwinkel	1	0.4168	1449
Blitzkopie	1	0.4168	663
Blitzsynchronanschluss	-1	0.8150	289
Bromsilberdruck	1	0.4168	128
Bromsilbergelatinepapier	1	0.4168	268
Buchwippe	6	0.3364	150
Camera tossing	1	0.4168	351
Chemigramm	1	0.4168	813
Candela	11	0.6067	933
Chlorsilberpapier	1	0.4168	197
Fotografie	1	0.4168	4894
Chromatische Aberration	-1	0.8150	607
ColorCode 3D	1	0.4168	219
Cromalin	6	0.3364	284
Crossentwicklung	1	0.4168	303
Cos4-Gesetz	1	0.4168	1388
Densitometrie (Farbdichtemessung)	11	0.6067	236
Dia (Fotografie)	1	0.4168	2516
Dia-Scan	1	0.4168	917
Diagonalmethode	1	0.4168	608
Dibond	6	0.3364	691
Dichoptisch	1	0.4168	152
Digiskopie	1	0.4168	365
Dichte (Fotografie)	1	0.4168	519
Distanzbild	1	0.4168	150
Doppelbelichtung	1	0.4168	262
Duplikatnegativ	1	0.4168	332
Bildsensorkalibrierung	1	0.4168	435
Entfernungsmessung	9	0.5271	3812
Hermann Ebel (Fotograf)	-1	0.8150	314
Einstellungsgröße	1	0.4168	1021
Einzelbild (Fotografie)	1	0.4168	206
Eiweißlasur	1	0.4168	149
Endoskopiefotografie in der Architektur	1	0.4168	1958
Entfernungseinstellung	1	0.4168	1568
Entzerrung (Fotografie)	1	0.4168	165
Entfernungsmessung	9	0.5271	3812
Falschlicht	11	0.6067	1192
Farbstern	-1	0.8150	180
Farbfotografie	1	0.4168	2172
Filmmeterware	1	0.4168	240
Focus stacking	1	0.4168	551
Fotoautomat (Unternehmen)	1	0.4168	610
Fotobeton	1	0.4168	353
Fotogalvanografie	1	0.4168	414
Fotoemulsion	1	0.4168	582
Fotografieranstrich	1	0.4168	263
Fotografischer Effekt	1	0.4168	273
Fotokeramik	1	0.4168	238
Fotoserie	1	0.4168	288
Fotostudio	1	0.4168	949
Fotovernähung	1	0.4168	340
Generative Fotografie	1	0.4168	354
HDRi	1	0.4168	142
Grau	-1	0.8150	1458
HDRI-Erzeugung aus Belichtungsreihen	1	0.4168	1644
High Dynamic Range Image	1	0.4168	3014
Blitzsynchronisation	-1	0.8150	1355
Seitenausrichtung	1	0.4168	148
Hotpixel	1	0.4168	488
Hyperlapse	-1	0.8150	506
Image Fulgurator	1	0.4168	341
Hyperspektral	-1	0.8150	223
Int-Ball	19	0.6482	375
Infrarotfotografie	1	0.4168	1733
IPTC-IIM-Standard	-1	0.8150	1190
Kamera-Slider	1	0.4168	330
Kabinettformat	1	0.4168	226
ISO 5800	1	0.4168	676
Kanadabalsam	6	0.3364	320
Kinegramm (Sicherheitstechnik)	-1	0.8150	337
Kissenverzerrung	1	0.4168	258
Kleinbildfotografie	1	0.4168	202
Knotenpunkt (Fotografie)	11	0.6067	744
Kollodium-Nassplatte	1	0.4168	568
Kollodiumpapier	-1	0.8150	222
Kollodium-Nassplatte	1	0.4168	568
Komplementärfarbe	-1	0.8150	1132
Kolorieren	-1	0.8150	1453
Kontaktkopie	1	0.4168	860
Korn (Foto)	1	0.4168	170
Kornrasterverfahren	1	0.4168	378
Kontrast	-1	0.8150	818
Kunstlicht	11	0.6067	1153
Kurzzeitfotografie	1	0.4168	196
Kritische Blende	-1	0.8150	808
Langzeitsynchronisation	-1	0.8150	124
Lens Flare	11	0.6067	366
Lichtenberg-Figur	-1	0.8150	181
Lichtgrafik	1	0.4168	425
Lichthofschutz	1	0.4168	170
Lichthof (Fotografie)	1	0.4168	184
Light Painting	1	0.4168	609
Linienrasterverfahren	1	0.4168	184
Linsenrasterbild	1	0.4168	1013
Linsenrasterverfahren	1	0.4168	434
Linse (Optik)	11	0.6067	3390
Lucky Imaging	4	0.6571	889
Lippmannverfahren	1	0.4168	203
Luther-Bedingung	-1	0.8150	1063
Maskierung (Reproduktionstechnik)	1	0.4168	807
Megapixel	1	0.4168	835
Mischlicht	-1	0.8150	195
Moiré-Effekt	-1	0.8150	741
Monitorkalibrierung	1	0.4168	1811
Multi-Exposure	-1	0.8150	335
Multispektral	1	0.4168	288
Nachtaufnahme	1	0.4168	1074
Negativfehler	1	0.4168	509
Nikon Coolscan 5000 ED	1	0.4168	475
Normlicht	-1	0.8150	153
Optische Abbildung	1	0.4168	1261
Orton (Fotografie)	1	0.4168	195
Fotoemulsion	1	0.4168	582
Panografie	1	0.4168	312
Papiergradation	1	0.4168	158
Parallaxe	1	0.4168	1291
Parfokal	1	0.4168	144
Perforation	-1	0.8150	965
Photohalbleiter	-1	0.8150	368
Phenakistiskop	-1	0.8150	1328
Photoinitiator	-1	0.8150	999
Objektivplatine	1	0.4168	302
Polagraphie	1	0.4168	138
Pseudo-Solarisation	1	0.4168	605
Seitenausrichtung	1	0.4168	148
Purikura	1	0.4168	279
Randlichtabfall	1	0.4168	956
Redscale	1	0.4168	223
Repoussoir	6	0.3364	614
Refotografie	1	0.4168	232
Reprofotografie	1	0.4168	500
Rollei-Metric-Verfahren	1	0.4168	524
Sammellinse	11	0.6067	259
Rückenfigur	6	0.3364	2765
Schärfeebene	1	0.4168	237
Schärfe (Fotografie)	1	0.4168	2228
Scheimpflugsche Regel	1	0.4168	790
Scheiner-Grad	11	0.6067	604
Scheinerblende	11	0.6067	235
Scheinbare Größe	1	0.4168	775
Schlierenfotografie	1	0.4168	421
Schlomographie	1	0.4168	232
Schärfentiefe	1	0.4168	6416
Seitenausrichtung	1	0.4168	148
Schwarzweißfotografie	1	0.4168	4767
Sensibilisierung (Fotografie)	1	0.4168	467
Sensorglühen	1	0.4168	309
Sepia (Fotografie)	1	0.4168	230
Serienfotografie	1	0.4168	387
Siebblende	11	0.6067	123
SL-System	1	0.4168	562
Solarisation (Fotografie)	1	0.4168	652
Staubverfahren	1	0.4168	227
Strobochromatogramm	1	0.4168	195
Stereoskopie	1	0.4168	5354
Tageslichtfilter	11	0.6067	177
Tageslichtlampe	-1	0.8150	166
Tonwertumfang	1	0.4168	224
Ultraviolettfotografie	1	0.4168	155
V-Lambda-Kurve	-1	0.8150	1017
Stürzende Linien	1	0.4168	678
Tageslichtatelier	1	0.4168	210
Verlängerungsfaktor	1	0.4168	722
View-Master	1	0.4168	782
Verwackeln	1	0.4168	592
Vignettierung	1	0.4168	616
Bildsensorkalibrierung	1	0.4168	435
Wechselmagazin	1	0.4168	600
Weitwinkeleinstellgerät	1	0.4168	562
Zerstreuungskreis	1	0.4168	594
Zoomfaktor	1	0.4168	202
À jour	6	0.3364	208
Zonensystem	1	0.4168	2024
3D-Kunst	1	0.4168	619
Abklatsch (Epigraphik)	6	0.3364	221
Abklatsch (Zeichenkunst)	6	0.3364	151
Adbusting	6	0.3364	356
Akkumulation (Kunst)	6	0.3364	128
Aquatinta	6	0.3364	591
Assis (Grundierung)	6	0.3364	321
Basaltware	6	0.3364	238
Basse-Taille	6	0.3364	813
Bauplastik	6	0.3364	154
Bildhauerei	6	0.3364	2025
Bildschnitzer	6	0.3364	1059
Boro (Textilhandwerk)	6	0.3364	300
Bildhauerkunst	6	0.3364	8078
Bleiglasfenster	11	0.6067	1337
Chikankari	6	0.3364	629
Braunschweiger Fayencen	6	0.3364	1798
Sticken	6	0.3364	1824
Chryselephantin	6	0.3364	193
Buchillustration	6	0.3364	10214
Collage	6	0.3364	1058
Cloisonné	6	0.3364	2138
Context Hacking	6	0.3364	903
Copy Art	1	0.4168	345
Digitales Malen	1	0.4168	1047
Deutsches Steinzeug	6	0.3364	389
Digitale Kunst	1	0.4168	4129
Digitalfotografie	1	0.4168	4143
Drahtemail	6	0.3364	221
Dreamachine	3	0.4698	686
Drei-Zirkelmethode	-1	0.8150	657
Embossing	-1	0.8150	166
Enkaustik	6	0.3364	494
Entwerfen	6	0.3364	620
Fayence-Manufaktur Münden	6	0.3364	1202
Fassung (Bemalung)	6	0.3364	1482
Fayence-Manufaktur Wrisbergholzen	6	0.3364	971
Filigranarbeit	6	0.3364	247
Firnisbrand	6	0.3364	277
Feuerwerk	-1	0.8150	7487
Flechten (Technik)	6	0.3364	712
Formstrich	6	0.3364	218
Flachschnitt	6	0.3364	215
Frontalplastik	6	0.3364	277
Plastik (Kunst)	6	0.3364	505
Fotografie	1	0.4168	4894
Freiformschmieden	6	0.3364	197
Giclée	6	0.3364	158
Grattage	6	0.3364	193
Glockenritzzeichnung	6	0.3364	1230
Grafik	6	0.3364	2932
Heiti	6	0.3364	197
Guerilla Knitting	6	0.3364	420
Hedcut	6	0.3364	430
Hessischer Kratzputz	6	0.3364	685
Horimono	6	0.3364	218
Hilya	6	0.3364	723
Illustration	6	0.3364	1351
Jasperware	6	0.3364	197
Kashida	6	0.3364	197
Intarsie	6	0.3364	1187
Katazome	6	0.3364	317
Kerbschnitt	6	0.3364	357
Körperabformung	6	0.3364	179
Kreidemanier	6	0.3364	168
Kumihimo	6	0.3364	226
Kunstschmied	6	0.3364	567
Kunstguss	6	0.3364	367
LED-Throwie	11	0.6067	394
Linolschnitt	6	0.3364	1116
Lomografie	1	0.4168	797
Lüsterfarbe	-1	0.8150	595
Marketerie	6	0.3364	488
Metallplastik	6	0.3364	567
Malerei	6	0.3364	4235
Malerei der Antike	6	0.3364	2745
Mikromosaik	6	0.3364	197
Miyako jofu	6	0.3364	1033
Modeillustration	6	0.3364	171
Monotypie	6	0.3364	451
Multiple	6	0.3364	216
Mosaik	6	0.3364	1824
Neue Medien	1	0.4168	1237
Netzkunst	-1	0.8150	2727
Neues Sehen	1	0.4168	413
Nitrofrottage	1	0.4168	146
Non-finito	6	0.3364	338
Non-Photo Blue	1	0.4168	183
Opus sectile	6	0.3364	271
Opus tessellatum	6	0.3364	302
Opus vermiculatum	6	0.3364	473
Papier collé	6	0.3364	216
Panoramafotografie	1	0.4168	992
Panoramaroboter	1	0.4168	244
Paste-up	6	0.3364	155
Perlarbeiten (Textil)	6	0.3364	898
Physionotrace	1	0.4168	904
Plastik (Kunst)	6	0.3364	505
Plastisches Stadtmodell	1	0.4168	518
Proskauer Fayencen	6	0.3364	168
Porzellanmalerei	6	0.3364	2042
Pseudo-Filigran	6	0.3364	286
Psychedelische Musikvisualisierung	-1	0.8150	1207
Purfling	6	0.3364	400
Radierung (Schmucktechnik)	6	0.3364	409
Régule	6	0.3364	256
Relief	6	0.3364	750
Reverse Graffiti	6	0.3364	435
Sakiori	6	0.3364	146
Schabkunst	6	0.3364	427
Schmuckband	6	0.3364	279
Schmieden	6	0.3364	2715
Scherenschnitt	6	0.3364	3932
Schnitzen	6	0.3364	1793
Schraffur	6	0.3364	516
Schraffur in der Kunst	6	0.3364	524
Scrimshaw	6	0.3364	384
Sgraffito	6	0.3364	1200
Shibori	6	0.3364	723
Silberstift	6	0.3364	512
Skulptur	6	0.3364	339
Speedpainting	1	0.4168	130
Farbauftrag	-1	0.8150	503
Steinguss	6	0.3364	363
Steingut	6	0.3364	877
Steinzeug	6	0.3364	864
Sticken	6	0.3364	1824
Stickerkunst	6	0.3364	472
Tastmodell	1	0.4168	645
Tauschierung	6	0.3364	780
Tatreez	6	0.3364	1339
Terminals Cycle	-1	0.8150	1203
Töpferei	6	0.3364	927
Treiben	6	0.3364	1227
Trencadís	6	0.3364	399
Guerilla Knitting	6	0.3364	420
Videokunst	1	0.4168	1373
Visierung (Kunst)	6	0.3364	223
Waffengravur	6	0.3364	177
Wedgwoodware	6	0.3364	377
Werkstatt Kollerschlag	6	0.3364	310
Wimmelbild	1	0.4168	402
Wytynanky	6	0.3364	490
Guerilla Knitting	6	0.3364	420
Zardozi	6	0.3364	633
Zellij	6	0.3364	173
Zentangle	2	0.6162	178
Zinkguss	6	0.3364	1022
3D-Brille	1	0.4168	1190
Stereoskopisches Sehen	1	0.4168	1495
3D-Film	1	0.4168	2561
3D-Polarisationssystem	1	0.4168	1051
Anaglyph 3D	1	0.4168	724
Autostereoskopie	1	0.4168	679
Bewegungsparallaxe	1	0.4168	905
Binokular	1	0.4168	262
Deutsche Gesellschaft für Stereoskopie	1	0.4168	1902
Deviation (Stereografie)	1	0.4168	560
Disney Digital 3-D	1	0.4168	240
Film-type Patterned Retarder	1	0.4168	855
Halbbild	1	0.4168	268
Lang-Stereotest	-1	0.8150	362
High Frame Rate	1	0.4168	471
Das Magische Auge	1	0.4168	556
Multiview Video Coding	1	0.4168	609
Nimslo	1	0.4168	604
Pulfrich-Effekt	4	0.6571	446
Querdisparation	1	0.4168	426
Shutter-3D-System	-1	0.8150	1116
Stereoblindheit	1	0.4168	326
Raumwahrnehmung	1	0.4168	1427
Stereokamera	1	0.4168	372
Stereodisplay	1	0.4168	2620
Telestereoskop	-1	0.8150	373
Treffversuch	-1	0.8150	263
Stereoskopie	1	0.4168	5354
Visuelle Klippe	1	0.4168	189
Beugungseffizienz	-1	0.8150	153
Babinetsches Prinzip	11	0.6067	1157
Wellenoptik	11	0.6067	1053
Beugungsscheibchen	11	0.6067	978
Digitale Holografie	-1	0.8150	415
Bragg-Gleichung	-1	0.8150	877
Beugungsintegral	11	0.6067	946
Fresnel-Arago-Gesetze	11	0.6067	245
Fresnelscher Biprismaversuch	11	0.6067	129
Fresnelscher Doppelspiegel	11	0.6067	343
Gangunterschied	7	0.5450	476
Geradsichtprisma	11	0.6067	156
Haidingerringe	11	0.6067	444
Kohärenzlänge	7	0.5450	867
Interferenz (Physik)	7	0.5450	2173
Metallinterferenzfilter	11	0.6067	134
Laue-Bedingung	-1	0.8150	724
Newtonsche Ringe	11	0.6067	793
Wellenoptik	-1	0.8150	1053
Astrodicticum simplex	4	0.6571	345
Verzögerungsplatte	11	0.6067	1043
Äquivalentbreite	-1	0.8150	143
Aberration (Astronomie)	4	0.6571	1630
Argelandersche Stufenschätzungsmethode	4	0.6571	416
Asteroseismologie	4	0.6571	345
Astrograf	4	0.6571	408
Astrometrie	4	0.6571	770
Astrofotografie	4	0.6571	2331
Astronomische Refraktion	4	0.6571	1305
Astrospektroskopie	4	0.6571	680
Bewegungskompensation	1	0.4168	150
Cepheiden	4	0.6571	2383
Eigenbewegung (Astronomie)	2	0.6162	631
Transitmethode	4	0.6571	3555
Faber-Jackson-Beziehung	4	0.6571	187
Gammaastronomie	4	0.6571	833
Einnorden	-1	0.8150	1834
HI-Linie	-1	0.8150	393
Peripheres Sehen	1	0.4168	576
Astrofotografie	4	0.6571	2331
Infrarotastronomie	4	0.6571	1525
Interferometrie	-1	0.8150	864
Kreisablesung	11	0.6067	125
Leuchtkraftfunktion planetarischer Nebel	4	0.6571	361
Lichtkurve	4	0.6571	143
Luftgestützte Astronomie	4	0.6571	615
Lichtverschmutzung	11	0.6067	4838
Luftmasse (Astronomie)	4	0.6571	617
Luyten Half-Second Catalog	4	0.6571	676
Lyman-Break-Technik	4	0.6571	544
Meteorkamera	4	0.6571	174
LX200-Protokoll	9	0.5271	230
Mikrolinseneffekt	11	0.6067	651
Mittagsweiser	4	0.6571	800
Multiwellenlängen-Astronomie	4	0.6571	112
Nachführung (Astronomie)	4	0.6571	1283
Nebelfilter	11	0.6067	411
Okularprojektion	4	0.6571	231
Perioden-Leuchtkraft-Beziehung	4	0.6571	751
Photometrie	-1	0.8150	741
Pickeringsche Bruchmethode	4	0.6571	157
Astrometrie	4	0.6571	770
Projektionsmethode	4	0.6571	271
Radarastronomie	4	0.6571	603
Röntgenastronomie	4	0.6571	486
Radioastronomie	4	0.6571	1231
Exoplanet	4	0.6571	4894
Astronomische Refraktion	4	0.6571	1305
Solarer Radioflussindex	4	0.6571	342
Simultanmessung	-1	0.8150	442
Seeing	4	0.6571	2308
Sonnenprojektionsmethode	4	0.6571	208
Sphärische Astronomie	4	0.6571	530
Stacking (Bildverarbeitung)	1	0.4168	163
Sternführung	4	0.6571	833
Stellardynamik	4	0.6571	327
Spektroskopie	-1	0.8150	1146
Surface Brightness Fluctuation	4	0.6571	252
Teleskopkuppel	4	0.6571	287
Tip of the Red Giant Branch	4	0.6571	214
Tagbeobachtung	4	0.6571	2336
Tully-Fisher-Beziehung	4	0.6571	266
Ultraviolettastronomie	4	0.6571	568
Transitmethode	4	0.6571	3555
Tscherenkow-Blitz	-1	0.8150	333
Abklingkonstante	7	0.5450	170
Visuelle Astronomie	4	0.6571	1899
Weltraumfotografie	4	0.6571	2443
Absorptionsgrad	12	0.6693	1271
Anfangszeitlücke	7	0.5450	322
Amplitude	7	0.5450	438
Anpassungsdämpfung	7	0.5450	189
Ausbreitungsmedium	7	0.5450	254
Aperiodischer Grenzfall	-1	0.8150	268
Wellenvektor	7	0.5450	436
Beugung (Physik)	7	0.5450	912
Beugungsordnung	7	0.5450	359
Brechung (Physik)	7	0.5450	694
Dämpfungsgrad	-1	0.8150	308
Brillanz (Strahlung)	-1	0.8150	285
Depolarisation (Wellenausbreitung)	-1	0.8150	130
Debye-Sears-Effekt	7	0.5450	390
Dispersionsrelation	-1	0.8150	730
Ebene Welle	7	0.5450	981
Evaneszenz	7	0.5450	1033
Doppler-Effekt	-1	0.8150	3131
Fortpflanzungskonstante	7	0.5450	529
Gruppengeschwindigkeit	-1	0.8150	268
Intensitätstransport-Gleichung	7	0.5450	279
Knotenfläche	7	0.5450	151
Huygenssches Prinzip	7	0.5450	737
Knotenlinie	-1	0.8150	1820
Lamb-Welle	10	0.7557	370
Lissajous-Figur	11	0.6067	597
Longitudinalwelle	7	0.5450	274
Kugelwellentransformation	0	0.7204	3298
Mechanische Welle	7	0.5450	255
Modalanalyse	2	0.6162	292
Mode (Physik)	7	0.5450	774
Negative Frequenz	7	0.5450	319
Oberflächenwelle	7	0.5450	192
Reflexion (Physik)	-1	0.8150	3342
Periode (Physik)	18	0.5326	501
Phasengeschwindigkeit	-1	0.8150	567
Phasensprung	18	0.5326	433
Pillbox (Kavität)	-1	0.8150	197
Logarithmische Größe	-1	0.8150	1072
Poisson-Fleck	11	0.6067	643
Rayleigh-Kriterium	-1	0.8150	432
Raummode	7	0.5450	1265
Reflexion (Physik)	-1	0.8150	3342
Reflexionsfaktor	-1	0.8150	1008
Reflexion (Physik)	-1	0.8150	3342
Reflexionsgrad	-1	0.8150	420
Resonanzabsorption	12	0.6693	632
Resonanzkatastrophe	-1	0.8150	395
Resonator	7	0.5450	239
Schallstrahlungsdruck	-1	0.8150	262
Retardiertes Potential	-1	0.8150	285
Schamel-Gleichung	0	0.7204	303
Sack-Schamel-Gleichung	10	0.7557	805
Schumann-Resonanz	-1	0.8150	434
Schwingung	18	0.5326	2095
Signalgeschwindigkeit	-1	0.8150	311
Soliton	7	0.5450	1217
Snelliussches Brechungsgesetz	-1	0.8150	1768
Stehende Welle	7	0.5450	670
Stochastische Resonanz	18	0.5326	219
Strahlungsleistung	12	0.6693	222
Strahlungstransport	12	0.6693	689
Streuung (Physik)	-1	0.8150	1491
Transmission (Physik)	7	0.5450	462
Verstärkung (Physik)	-1	0.8150	226
Transversalwelle	7	0.5450	488
Wanderwelle	7	0.5450	361
Welle	7	0.5450	1559
Welle-Teilchen-Dualismus	0	0.7204	2588
Wasserwelle	7	0.5450	1854
Wellenfront	7	0.5450	191
Wellengeschwindigkeit	7	0.5450	155
Wellenkonversion	7	0.5450	542
Wellenlänge	-1	0.8150	492
Wellenpaket	7	0.5450	875
Wellentransformation	7	0.5450	421
Wellenzahl	-1	0.8150	357
Wellenwiderstand	7	0.5450	3715
Abklingzeit	-1	0.8150	277
Abschirmung (Strahlung)	-1	0.8150	1141
Accelerator Driven System	5	0.6795	1431
Anzahldichte	17	0.5868	1010
Atomic Mass Evaluation	5	0.6795	2059
Isotop	5	0.6795	1348
Barn	5	0.6795	223
Cäsium-Barium-Generator	5	0.6795	217
Betastrahlung	-1	0.8150	1503
Bethe-Weizsäcker-Formel	10	0.7557	1042
Compoundkern	5	0.6795	729
DeVries-Effekt	5	0.6795	364
Coulombwall	-1	0.8150	687
Beschleuniger-Massenspektrometrie	-1	0.8150	1015
Dineutron	5	0.6795	225
Diproton	5	0.6795	221
Dosiskonversionsfaktor	-1	0.8150	185
Dopplerverbreiterung	-1	0.8150	797
Elektroschwache Wechselwirkung	10	0.7557	1397
Escapelinie	12	0.6693	335
Farb-Glas-Kondensat	-1	0.8150	326
EMC-Effekt	5	0.6795	180
Forschungsreaktor	5	0.6795	1461
Gammaspektroskopie	-1	0.8150	1034
Gammastrahlung	-1	0.8150	2011
Geant4	11	0.6067	398
Gamow-Faktor	0	0.7204	283
Geiger-Nuttall-Regel	5	0.6795	229
Halokern	5	0.6795	588
Goldhaber-Experiment	-1	0.8150	924
Herman Feshbach Prize in Theoretical Nuclear Physics	-1	0.8150	449
Hyperkern	-1	0.8150	214
Interacting Boson Approximation	10	0.7557	451
Isobar (Kernphysik)	5	0.6795	288
Isomer (Kernphysik)	5	0.6795	772
Isodiapher	5	0.6795	153
Ionenstrahl	-1	0.8150	589
Isomerieübergang	5	0.6795	144
Isotop	5	0.6795	1348
Isotopenuntersuchung	5	0.6795	1358
Isotopenfraktionierung	5	0.6795	417
Kerma (Physik)	-1	0.8150	206
Karlsruher Nuklidkarte	5	0.6795	551
Kernmagneton	14	0.5864	135
Kernchemie	5	0.6795	574
Kernmasse	17	0.5868	292
Kernphotoeffekt	-1	0.8150	378
Kernphysikalische Forschungsberichte	5	0.6795	239
Kernquadrupolresonanz-Spektroskopie	-1	0.8150	232
Kernreaktion	5	0.6795	1796
Kernreaktionsrate	5	0.6795	1526
Ionisierende Strahlung	-1	0.8150	2123
Kernspinresonanz	-1	0.8150	2708
