title	topic	topic_relevance	num_words
Kernwaffen-Effekt	5	0.6795	280
Lise-Meitner-Preis	-1	0.8150	193
Magische Zahl (Physik)	5	0.6795	761
Markow-Preis	-1	0.8150	429
Kinematik (Teilchenprozesse)	-1	0.8150	842
Ladungsradius	5	0.6795	595
Massenschwächungskoeffizient	12	0.6693	234
Massenexzess	17	0.5868	478
Mittleres logarithmisches Energiedekrement	13	0.6241	170
Massendefekt	17	0.5868	1362
MCNP	5	0.6795	475
Mößbauer-Effekt	-1	0.8150	1191
National Nuclear Data Center	-1	0.8150	353
Neutroneneinfang	5	0.6795	514
Multipolarität der Gammastrahlung	-1	0.8150	662
Neutronenleiter	5	0.6795	239
Neutronenquelle	5	0.6795	1540
Neutronenradiographie	5	0.6795	514
Wirkungsquerschnitt	-1	0.8150	1941
Neutronendiffusion	5	0.6795	472
Neutronenfluss	5	0.6795	2478
Neutronenstrahlung	5	0.6795	774
Neutronentomografie	5	0.6795	237
Neutronenüberschuss	5	0.6795	355
Neutronenzahl	5	0.6795	196
Nukleare Reaktionsanalyse	5	0.6795	365
Nukleare Astrophysik	4	0.6571	612
Neutronium	5	0.6795	164
Nulleffekt	-1	0.8150	183
Primordiales Nuklid	5	0.6795	664
Optisches Modell	-1	0.8150	214
Paritätsverletzung	0	0.7204	1894
Kernspaltung	5	0.6795	2466
Proton	5	0.6795	1567
Protonenanlagerung	5	0.6795	191
Proton-Bor-Fusion	5	0.6795	332
Pygmy-Resonanz	-1	0.8150	369
Proton-Proton-Kette	5	0.6795	1008
Reaktivitätskoeffizient	13	0.6241	267
Rhenium-Osmium-Chronometer	5	0.6795	305
Radonmessung	-1	0.8150	2433
Säkulares Gleichgewicht	5	0.6795	281
Entdeckung der Radioaktivität	5	0.6795	2028
Riesenresonanz	5	0.6795	520
Schwellenenergie	-1	0.8150	220
Scherenmode	5	0.6795	322
Schalenmodell (Kernphysik)	10	0.7557	1326
Schwerion	-1	0.8150	158
Si-Isotopenfraktionierung	5	0.6795	281
Skaleninvarianz	-1	0.8150	373
Schwache Wechselwirkung	0	0.7204	3027
Spallation	-1	0.8150	440
Skyrmion	5	0.6795	1201
Spiegelkern	5	0.6795	197
Spaltprodukt	5	0.6795	1632
Strahlungsdetektor	-1	0.8150	408
Strahlendosis	-1	0.8150	1003
Streuexperiment	-1	0.8150	332
Szintillationsspektroskopie	-1	0.8150	139
Strukturfunktion	5	0.6795	483
Kernreaktion	5	0.6795	1796
Tetraneutron	5	0.6795	366
Teilchenbeschleuniger	-1	0.8150	1359
Tief inelastische Streuung	5	0.6795	619
Transmutation	5	0.6795	3009
Trigger (Physik)	-1	0.8150	153
Thermisches Neutron	5	0.6795	707
Tröpfchenmodell	10	0.7557	363
V-A-Theorie	-1	0.8150	329
Westcott-Faktor	5	0.6795	193
Yrast	-1	0.8150	263
Woods-Saxon-Potential	-1	0.8150	153
Wu-Experiment	-1	0.8150	958
Yukawa-Potential	10	0.7557	219
Zerfallsbreite	5	0.6795	535
Vereinigtes Institut für Kernforschung	-1	0.8150	581
Zerfallsgesetz	5	0.6795	162
Astroteilchenphysik	4	0.6571	319
Zerfallsenergie	13	0.6241	150
Alphastrahlung	-1	0.8150	1731
Alphastrahlung	-1	0.8150	1731
Amaterasu-Teilchen	4	0.6571	330
Annihilation	-1	0.8150	451
Antiteilchen	0	0.7204	845
Askaryan-Strahlung	12	0.6693	156
Antibunching	0	0.7204	184
Antimaterie	5	0.6795	1297
Atomstrahl	-1	0.8150	255
Baryonenasymmetrie	0	0.7204	311
Baryogenese	0	0.7204	895
Baryonenzahl	0	0.7204	228
Benchmark-Szenario	-1	0.8150	140
Betazerfall	-1	0.8150	2297
Betazerfall	-1	0.8150	2297
Betazerfall	-1	0.8150	2297
Bjorken-Skalierung	0	0.7204	268
Cabibbo-Winkel	0	0.7204	279
Bose-Einstein-Korrelationen	0	0.7204	933
Charm (Physik)	0	0.7204	159
Cherenkov Telescope Array Observatory	4	0.6571	316
Chiralität (Physik)	0	0.7204	620
Compton-Effekt	-1	0.8150	1522
Breit-Wheeler-Effekt	-1	0.8150	310
Confinement	0	0.7204	458
Dalitz-Diagramm	0	0.7204	272
CP-Verletzung	-1	0.8150	1863
Delta-Elektron	12	0.6693	204
CKM-Matrix	0	0.7204	1445
Effektive Theorie schwerer Quarks	0	0.7204	348
Elektromagnetischer Schauer	-1	0.8150	324
Elektronenemission	-1	0.8150	119
Elektronenstrahl	-1	0.8150	979
Elementarladung	-1	0.8150	350
DGLAP-Gleichungen	0	0.7204	517
Exotische Materie	0	0.7204	204
Freies Teilchen	-1	0.8150	142
Fluenz	17	0.5868	143
Gammastrahlung	-1	0.8150	2011
Gammastrahlung	-1	0.8150	2011
G-Parität	0	0.7204	264
Betazerfall	-1	0.8150	2297
Christof Gattringer	-1	0.8150	303
GIM-Mechanismus	0	0.7204	229
Gitterführungseffekt	-1	0.8150	522
Generation (Teilchenphysik)	0	0.7204	587
Hadronischer Schauer	-1	0.8150	202
Hadronisierung	0	0.7204	306
Hierarchieproblem	-1	0.8150	917
Hochenergiephysik	-1	0.8150	331
INSPIRE-HEP	-1	0.8150	347
ISOLDE	5	0.6795	3136
Ionisierende Strahlung	-1	0.8150	2123
Higgs-Mechanismus	-1	0.8150	2934
Higgs-Mechanismus	-1	0.8150	2934
Koide-Formel	0	0.7204	309
Komitee Forschung mit Neutronen	-1	0.8150	311
Klein-Nishina-Wirkungsquerschnitt	-1	0.8150	474
Komitee Forschung mit Synchrotronstrahlung	-1	0.8150	288
Isospin	5	0.6795	610
Lazarus-Effekt (Physik)	10	0.7557	368
Ladung (Physik)	-1	0.8150	618
Kramers-Heisenberg-Formel	0	0.7204	200
Luftschauer	-1	0.8150	686
Mandelstam-Variable	10	0.7557	463
Leptonenzahl	0	0.7204	357
Minimales supersymmetrisches Standardmodell	-1	0.8150	1425
Molière-Radius	12	0.6693	177
Michejew-Smirnow-Wolfenstein-Effekt	10	0.7557	504
Møller-Streuung	-1	0.8150	446
Molekularstrahl	5	0.6795	598
Mott-Streuung	-1	0.8150	203
Natürlichkeitsproblem	-1	0.8150	522
Schwache Wechselwirkung	0	0.7204	3027
Neutrinomassenanordnung	5	0.6795	396
Neutrinooszillation	-1	0.8150	1883
Natürliche Einheiten	17	0.5868	921
Oh-My-God-Teilchen	4	0.6571	340
OSQAR-Experiment	-1	0.8150	411
Partondichtefunktion	0	0.7204	609
Particle Data Group	-1	0.8150	487
Photonenmarkierungsanlage	-1	0.8150	236
Paarbildung (Physik)	0	0.7204	730
Protonenzerfall	5	0.6795	383
Parität (Physik)	-1	0.8150	1310
PYTHIA	0	0.7204	349
Polarisierbarkeit des Nukleons	-1	0.8150	1444
Pseudorapidität	0	0.7204	169
Röntgenstrahlung	12	0.6693	2581
Schwerpunktsenergie	13	0.6241	392
Schwacher Isospin	5	0.6795	364
Sekundärstrahlung	12	0.6693	251
Strahlungslänge	12	0.6693	384
Standardmodell	0	0.7204	1346
Superpartner	-1	0.8150	259
Standardmodellerweiterung	-1	0.8150	1562
Spontane Symmetriebrechung	0	0.7204	754
Technicolor (Physik)	-1	0.8150	489
Teilchendetektor	-1	0.8150	675
Teilchenjet	-1	0.8150	144
Synchrotronstrahlung	-1	0.8150	1126
Supersymmetrie	-1	0.8150	1382
Teilchenschauer	-1	0.8150	417
Ultrahochenergetische kosmische Strahlung	4	0.6571	2362
Tscherenkow-Strahlung	-1	0.8150	944
Weinberg-Winkel	10	0.7557	807
Stephen Wolfram	-1	0.8150	1599
Weyl-Gleichung	-1	0.8150	291
Angeregter Zustand	-1	0.8150	561
Zeitumkehr (Physik)	-1	0.8150	804
Zerfallskanal	5	0.6795	665
Aharonov-Bohm-Effekt	10	0.7557	584
Aufenthaltswahrscheinlichkeit	0	0.7204	127
Atominterferometer	-1	0.8150	4128
Attosekundenphysik	-1	0.8150	3416
Bell-Test	0	0.7204	3805
BCS-Theorie	10	0.7557	4586
Bellsche Ungleichung	0	0.7204	2992
Born-Oppenheimer-Näherung	0	0.7204	664
Bose-Einstein-Kondensat	0	0.7204	1227
Bogoljubow-Theorie	0	0.7204	531
Chronon	0	0.7204	157
Bose-Einstein-Statistik	-1	0.8150	623
Davisson-Germer-Experiment	-1	0.8150	398
Cooper-Paar	-1	0.8150	1131
Clifford-Algebra	-1	0.8150	1878
Delayed-Choice-Experiment	0	0.7204	1857
Materiewelle	0	0.7204	1518
Dirac-See	-1	0.8150	405
Dichteoperator	0	0.7204	2789
Eigenspinor	-1	0.8150	208
Dirac-Matrizen	-1	0.8150	866
Eigenzustand	0	0.7204	867
Einstein-Podolsky-Rosen-Paradoxon	-1	0.8150	1972
Einzelphotonenquelle	-1	0.8150	414
Elektronenbeugungsröhre	12	0.6693	217
Elektronenbeugung	-1	0.8150	1039
Elektronenspin	-1	0.8150	1175
Quantisierung (Physik)	0	0.7204	967
Entartung (Quantenmechanik)	0	0.7204	539
Excimerlaser	-1	0.8150	641
Feldquant	0	0.7204	488
Feinstrukturkonstante	10	0.7557	662
Fermion	-1	0.8150	566
Feuerwand-Paradoxon	-1	0.8150	962
Feynman-Stückelberg-Interpretation	0	0.7204	376
Franck-Hertz-Versuch	10	0.7557	2069
Geometrische Quantisierung	0	0.7204	229
Gleason-Theorem	0	0.7204	166
Hintergrundunabhängigkeit	2	0.6162	238
Helizität	-1	0.8150	742
Impulsraum	-1	0.8150	182
Kein-Verbergen-Theorem	0	0.7204	556
Ideales Fermigas	-1	0.8150	844
Kohärente Kontrolle	0	0.7204	316
Konformes Killing-Vektorfeld	2	0.6162	183
Josephson-Effekt	10	0.7557	1084
Konzewitschs Formel	-1	0.8150	382
Ladungsartige Quantenzahl	0	0.7204	213
Kraus-Darstellung	0	0.7204	366
Lebensdauer (Quantenphysik)	18	0.5326	621
Lokalität (Physik)	0	0.7204	866
Makroskopischer Quantenzustand	0	0.7204	149
Lugiato-Lefever-Gleichung	-1	0.8150	1742
Moyal-Produkt	-1	0.8150	238
Makroskopisches Quantentunneln	0	0.7204	2001
Materiewelle	0	0.7204	1518
No-Communication-Theorem	0	0.7204	842
Parametrische Fluoreszenz	-1	0.8150	147
Partielle Spur	0	0.7204	704
No-Cloning-Theorem	0	0.7204	593
Pauli-Matrizen	-1	0.8150	1189
Planck-Skala	-1	0.8150	255
Planck-Konstante	-1	0.8150	3129
Propensität	3	0.4698	236
Planck-Konstante	-1	0.8150	3129
Quant	0	0.7204	226
Plancksches Strahlungsgesetz	-1	0.8150	1727
Quanten-Zeno-Effekt	10	0.7557	939
Quantenausbeute	0	0.7204	793
Quantenbiologie	0	0.7204	1404
Quantenchaos	0	0.7204	240
Quantendefekttheorie	10	0.7557	681
Quantenflüssigkeit	0	0.7204	233
Quantenhypothese	0	0.7204	255
Quantenkosmologie	0	0.7204	563
Quantenmaschine	0	0.7204	584
Quantenpunktkontakt	0	0.7204	263
Quantenpunktlaser	0	0.7204	1088
Quantenschaum	0	0.7204	422
Quantensimulation	0	0.7204	240
Quantensprung	0	0.7204	570
Quantenstatistik	0	0.7204	1074
Quantentechnologie	0	0.7204	853
Quantisierung (Physik)	0	0.7204	967
Quantum (Fachzeitschrift)	0	0.7204	132
Quantenverschränkung	0	0.7204	3048
Quantenteleportation	0	0.7204	2245
Quantum Walk	0	0.7204	551
Schwinger-Bosonisierung	0	0.7204	178
Saser	7	0.5450	349
Qubit	0	0.7204	3894
Spin	-1	0.8150	2927
SQUID	0	0.7204	868
Suprasolidität	-1	0.8150	639
Suprafluidität	-1	0.8150	1341
Sternprodukt	-1	0.8150	394
Stickstoff-Fehlstellen-Zentrum	5	0.6795	1571
Taylor-Experiment (Physik)	-1	0.8150	615
Termsymbol	-1	0.8150	171
Tight-Binding-Methode	-1	0.8150	205
Titan:Saphir-Laser	11	0.6067	633
Verbotener Übergang	0	0.7204	398
Wechselwirkungsfreie Quantenmessung	0	0.7204	994
Verschränkungsmaß	0	0.7204	1112
Wiensches Verschiebungsgesetz	-1	0.8150	1821
Absorptionsbande	12	0.6693	250
Bandenspektrum	12	0.6693	145
Absorptionskoeffizient	12	0.6693	273
Äquivalentbreite	-1	0.8150	143
Berreman-Effekt	-1	0.8150	484
Bathochromer Effekt	-1	0.8150	377
Betastrahlung	-1	0.8150	1503
Lambert-beersches Gesetz	12	0.6693	1410
Biolumineszenz-Resonanzenergietransfer	12	0.6693	121
Birge-Sponer-Methode	-1	0.8150	219
Chemische Ionisation bei Atmosphärendruck	-1	0.8150	430
Chromophor	-1	0.8150	568
Circulardichroismus	11	0.6067	341
Dunkelzustand	-1	0.8150	208
Echellegitter	11	0.6067	513
Elektronenoptik	-1	0.8150	445
Einzelmolekülexperiment	-1	0.8150	956
Extinktionskoeffizient	-1	0.8150	445
Fermi-Resonanz	-1	0.8150	468
Fingerprint (Spektroskopie)	19	0.6482	368
Ferromagnetische Resonanz	-1	0.8150	138
Feshbach-Resonanz	-1	0.8150	400
Fluoreszenzlebensdauer	-1	0.8150	557
Flugzeitverbreiterung	-1	0.8150	361
Fluoreszenzpolarisation	-1	0.8150	924
Förster-Radius	-1	0.8150	200
Globar	4	0.6571	214
Graphitrohrofen	19	0.6482	241
Hohlkathodenlampe	9	0.5271	442
Hypsochromer Effekt	-1	0.8150	260
Innere Umwandlung	-1	0.8150	225
Instrumentelle Analytik	19	0.6482	1164
Interferometrie	-1	0.8150	864
Interferenzfilter	11	0.6067	2411
Intersystem Crossing	-1	0.8150	597
Fabry-Pérot-Interferometer	-1	0.8150	4353
Isosbestischer Punkt	12	0.6693	300
Isotopenmarkierung	5	0.6795	464
Kathodolumineszenz	-1	0.8150	347
Jabłoński-Schema	-1	0.8150	436
Kanalelektronenvervielfacher	-1	0.8150	550
Katrin Kneipp	-1	0.8150	317
Laue-Bedingung	-1	0.8150	724
Kreuzpolarisation	-1	0.8150	233
Lambert-beersches Gesetz	12	0.6693	1410
Linienverbreiterung	12	0.6693	579
Lichtabsorption	12	0.6693	695
Legierungsverbreiterung	-1	0.8150	288
Luminophor	-1	0.8150	163
Mie-Streuung	-1	0.8150	182
Magnetspektrometer	14	0.5864	227
Mikrokanalplatte	-1	0.8150	588
Monochromatisches Licht	-1	0.8150	423
Modulator (Optik)	11	0.6067	577
Michelson-Interferometer	-1	0.8150	1589
Lippert-Mataga-Plot	-1	0.8150	294
Monochromator	-1	0.8150	935
Nephelometer	-1	0.8150	160
Optisches Spektrometer	-1	0.8150	872
Optisches Gitter	11	0.6067	1877
PALAOA	4	0.6571	136
Optrode	19	0.6482	909
Orgel-Diagramm	10	0.7557	323
Photobleichung	-1	0.8150	307
Photodiodenzeile	-1	0.8150	347
Photomultiplier	-1	0.8150	1329
Photophysikalischer Prozess	-1	0.8150	1026
Polarisationsmodulator	-1	0.8150	300
Photochromie	-1	0.8150	1478
Polychromator	-1	0.8150	195
Resonanzfluoreszenz	12	0.6693	144
Reststrahlen-Effekt	12	0.6693	189
Solvatochromie	-1	0.8150	451
Soret-Bande	-1	0.8150	132
Spektralfarbe	-1	0.8150	835
Röntgendichroismus	-1	0.8150	282
Spektroskop	-1	0.8150	256
Spektroskopischer Doppelstern	4	0.6571	494
Stern-Volmer-Gleichung	-1	0.8150	1784
Strukturfaktor	-1	0.8150	644
Szintillationszähler	12	0.6693	2289
Szintillator	12	0.6693	511
Szintillation (Strahlungsphysik)	12	0.6693	1099
Thermochromie	-1	0.8150	607
Terahertz-Zeitbereichsspektroskopie	-1	0.8150	552
Transmissometer	-1	0.8150	152
Trübung	11	0.6067	413
Virtually Imaged Phased Array	11	0.6067	1048
Verstimmung (Physik)	9	0.5271	189
Übergangsdipolmoment	-1	0.8150	918
Von-Hámos-Geometrie	11	0.6067	251
Ablenksystem	-1	0.8150	209
B-Fabrik	-1	0.8150	413
Betatron	-1	0.8150	315
CERN Hadron Linacs	-1	0.8150	711
Cockcroft-Walton-Beschleuniger	-1	0.8150	409
Woodward-Fieser-Regeln	-1	0.8150	260
Speicherring	-1	0.8150	678
Colliding-Beam-Experiment	-1	0.8150	405
Crab Cavity	-1	0.8150	144
Dipolmagnet	14	0.5864	508
Duoplasmatron	5	0.6795	124
Durham HepData Project	-1	0.8150	205
Dynamitron	8	0.5638	190
Elektronenbeschleuniger	-1	0.8150	436
Elektronenkühlung	-1	0.8150	428
Elektronenkanone	-1	0.8150	1452
Emittanz	-1	0.8150	680
Freie-Elektronen-Laser	-1	0.8150	1179
Kapillaritron	-1	0.8150	282
Kielfeld-Beschleuniger	-1	0.8150	689
Ionenquelle	-1	0.8150	1291
Larmor-Radius	-1	0.8150	190
Zyklotron	-1	0.8150	1919
Linearbeschleuniger	-1	0.8150	2659
Mikrotron	-1	0.8150	400
Luminosität	-1	0.8150	372
Pelletron	-1	0.8150	305
Quadrupolmagnet	14	0.5864	382
Rhodotron	-1	0.8150	497
Ringbeschleuniger	-1	0.8150	144
Linearbeschleuniger	-1	0.8150	2659
Schwerionenbeschleuniger	-1	0.8150	172
Self-amplified spontaneous emission	12	0.6693	211
Zyklotron	-1	0.8150	1919
Shuntimpedanz	7	0.5450	400
Speicherring	-1	0.8150	678
Sputter-Ionenquelle	-1	0.8150	213
Stochastische Kühlung	-1	0.8150	438
Strahllinie	-1	0.8150	276
Tandembeschleuniger	-1	0.8150	279
Synchrotron	-1	0.8150	1414
Target (Physik)	-1	0.8150	287
Undulator (Synchrotron)	-1	0.8150	798
Van-de-Graaff-Beschleuniger	-1	0.8150	393
Zyklotronfrequenz	-1	0.8150	271
Zyklotron	-1	0.8150	1919
Arzimowitsch-Preis	-1	0.8150	159
Larmor-Radius	-1	0.8150	190
Alfvén-Geschwindigkeit	14	0.5864	130
Alpha-Omega-Dynamo	4	0.6571	212
Alfvénsches Theorem	-1	0.8150	236
Alfvénsche Näherung	14	0.5864	147
Ambipolare Diffusion	-1	0.8150	230
Arc-Enhanced Glow Discharge	-1	0.8150	131
Atmosphärendruckplasma	-1	0.8150	574
Bernstein-Welle	-1	0.8150	245
Debye-Länge	-1	0.8150	376
André Anders	-1	0.8150	696
Ecton (Physik)	-1	0.8150	194
Dynamotheorie	14	0.5864	329
Elmsfeuer	8	0.5638	179
Funkenstrecke	-1	0.8150	598
Gasentladung	-1	0.8150	662
Gerhart von Gierke	-1	0.8150	300
Gleichrichter	8	0.5638	3923
Glimmentladung	-1	0.8150	964
Induktionsplasma	-1	0.8150	668
Hochleistungsimpulsmagnetronsputtern	14	0.5864	1409
Intergalaktisches Medium	4	0.6571	239
Interplanetares Magnetfeld	14	0.5864	397
Intracluster-Medium	4	0.6571	616
Ionisationsgrad	-1	0.8150	125
Ionosphärenheizer	-1	0.8150	507
Jakobsleiter (Elektrizität)	-1	0.8150	380
Ionosonde	-1	0.8150	588
Komplexes Plasma	-1	0.8150	674
Anatolij Kondratenko	-1	0.8150	407
Koronaentladung	8	0.5638	407
Kinetische Helizität	14	0.5864	192
Langmuir-Sonde	-1	0.8150	389
Landau-Länge	-1	0.8150	169
Luxemburgeffekt	7	0.5450	245
Magnetische Flasche	14	0.5864	343
Landau-Dämpfung	-1	0.8150	197
Magnetohydrodynamik	14	0.5864	1681
Erdmagnetfeld	14	0.5864	2820
Lichtbogen	-1	0.8150	1418
Magnetohydrodynamischer Generator	14	0.5864	831
Magnetoplasmadynamischer Antrieb	14	0.5864	866
Max-Planck-Institut für Plasmaphysik	-1	0.8150	552
Magnetorotationsinstabilität	14	0.5864	524
Magnetische Helizität	14	0.5864	1411
Nachthimmellicht	4	0.6571	238
Magnetosphäre	14	0.5864	1497
Niederdruckplasma	-1	0.8150	441
Nichtthermisches Plasma	-1	0.8150	561
PK-4	-1	0.8150	850
Plasma-Immersions-Ionenimplantation	-1	0.8150	492
Particle in Cell	-1	0.8150	396
Plasmakristall	-1	0.8150	280
Plasmalampe	-1	0.8150	541
Plasma-Randschicht	-1	0.8150	564
Plasmafenster	-1	0.8150	635
Plasmaveraschung	-1	0.8150	144
Plasmawelle	-1	0.8150	956
Plasmaoszillation	-1	0.8150	720
Plasmasphäre	-1	0.8150	218
Polarlicht	4	0.6571	2646
Quasineutralität	-1	0.8150	377
Rekombinationsleuchten	-1	0.8150	290
Rekonnexion	14	0.5864	360
Rotationstransformation	14	0.5864	260
Saha-Gleichung	10	0.7557	199
Sonnenfleck	4	0.6571	3339
Stille elektrische Entladung	-1	0.8150	907
Teilentladung	-1	0.8150	3420
Sonnenwind	4	0.6571	1775
Zyklotron-Resonanzheizung	-1	0.8150	950
Warm-Hot Intergalactic Medium	4	0.6571	164
Karl Wojaczek	-1	0.8150	503
Abbe-Verfahren	11	0.6067	202
Z-Maschine	-1	0.8150	828
Ablenkwinkel	-1	0.8150	178
Absorption (Physik)	12	0.6693	1664
Achromatismus	11	0.6067	141
Apertur	-1	0.8150	472
Auflösungsvermögen	1	0.4168	829
Apodisation	-1	0.8150	352
Bragg-Brentano-Geometrie	-1	0.8150	299
Bessel-Strahl	-1	0.8150	616
Linse (Optik)	11	0.6067	3390
Cauchy-Gleichung	-1	0.8150	321
Chappuis-Absorption	12	0.6693	981
Brillouin-Streuung	-1	0.8150	593
Christiansen-Filter	11	0.6067	191
Dawes-Kriterium	4	0.6571	234
Debye-Scherrer-Verfahren	-1	0.8150	459
Diabatie	11	0.6067	176
Diffusstrahlung	12	0.6693	181
Dioptrik	11	0.6067	130
Direktstrahlung	12	0.6693	145
Evanescent Wave Scattering	-1	0.8150	304
Extinktion (Optik)	-1	0.8150	303
Extinktionsverhältnis	-1	0.8150	225
Frequenzspektrum	7	0.5450	1410
Fourieroptik	11	0.6067	601
Gauß-Strahl	11	0.6067	1074
Geisterfleck	11	0.6067	976
Gradientenoptik	11	0.6067	537
Immersionsmethode (Mineralogie)	7	0.5450	216
Irisieren	11	0.6067	335
Kaleidoskop	11	0.6067	497
Kantenspektrum	-1	0.8150	945
Indexellipsoid	11	0.6067	1700
Kontrastverhältnis	1	0.4168	685
Kritischer Winkel	7	0.5450	585
Kristalloptik	-1	0.8150	779
Korpuskeltheorie	-1	0.8150	2492
Kramers-Kronig-Beziehungen	0	0.7204	679
Kubelka-Munk-Theorie	-1	0.8150	322
Lichtfeld	14	0.5864	1632
Lichtfarbe	-1	0.8150	2208
Lochblende	1	0.4168	255
Lichtgeschwindigkeit	-1	0.8150	4176
Lorenz-Mie-Theorie	-1	0.8150	374
Magnetooptik	14	0.5864	626
Metamaterial	-1	0.8150	1064
Numerische Apertur	-1	0.8150	861
Optische Achse (Kristalloptik)	-1	0.8150	245
Optische Dicke	-1	0.8150	309
Michelson-Morley-Experiment	-1	0.8150	4386
Levitation (Technik)	2	0.6162	750
Passe (Optik)	11	0.6067	304
Photonischer Kristall	-1	0.8150	908
Petzval-Summe	-1	0.8150	152
Poincaré-Kugel	-1	0.8150	447
Polarisation	-1	0.8150	2525
Punktspreizfunktion	-1	0.8150	285
Queteletsche Ringe	11	0.6067	236
Remission (Physik)	-1	0.8150	192
Rayleigh-Streuung	-1	0.8150	1023
Remissionsgrad	-1	0.8150	319
Rayleighlänge	-1	0.8150	241
Sellmeier-Gleichung	11	0.6067	135
Schrotrauschen	-1	0.8150	326
Sonnentaler	4	0.6571	220
Röntgenoptik	12	0.6693	1158
Speckle-Fotografie	1	0.4168	258
Stokes-Beziehungen	-1	0.8150	251
Zapfen (Auge)	1	0.4168	2082
Strahlaufweiter	11	0.6067	343
Subtraktive Farbmischung	-1	0.8150	699
Thomson-Streuung	-1	0.8150	528
Träger-Einhüllenden-Phase	18	0.5326	182
Unschärfe	3	0.4698	1492
Unsichtbarkeit	-1	0.8150	2754
Zielachse	11	0.6067	220
Zernike-Polynom	0	0.7204	262
Chemische Energie	-1	0.8150	458
Verformungsenergie	-1	0.8150	464
Gravitationsenergie	-1	0.8150	264
Energie	-1	0.8150	5798
Feld (Physik)	-1	0.8150	1349
Schallenergie	7	0.5450	224
Innere Energie	-1	0.8150	695
Schwingung	18	0.5326	2095
Potentielle Energie	-1	0.8150	1481
Strahlungsenergie	-1	0.8150	236
Thermische Energie	13	0.6241	343
Verzerrungsenergie	-1	0.8150	129
Vis viva	2	0.6162	244
Verschiebearbeit	13	0.6241	552
Antitelefon	-1	0.8150	524
Wärme	13	0.6241	3796
Spezielle Relativitätstheorie	2	0.6162	5890
Bellsches Raumschiffparadoxon	3	0.4698	1534
Äquivalenz von Masse und Energie	-1	0.8150	3337
Bornsche Starrheit	2	0.6162	344
Rotverschiebung	4	0.6571	3736
Bondis k-Kalkül	2	0.6162	1115
Einsteinsche Postulate	2	0.6162	151
Beschleunigung (spezielle Relativitätstheorie)	2	0.6162	2416
Geschichte der Lorentz-Transformation	2	0.6162	2565
Elektromagnetische Masse	17	0.5868	2619
Viererimpuls	2	0.6162	1014
Hyperbelbewegung	2	0.6162	1408
Lorentz-Faktor	2	0.6162	297
Geschichte der speziellen Relativitätstheorie	2	0.6162	10951
Lorentz-Gruppe	2	0.6162	463
Lorentz-Kovarianz	2	0.6162	268
Lorentz-Kontraktion	2	0.6162	2684
Lorentz-Transformation	2	0.6162	2610
Lorentz-Transformation	2	0.6162	2610
Maxwell-Jüttner-Verteilung	-1	0.8150	305
Spezielle Lorentz-Transformation	2	0.6162	923
Paradoxon der Längenkontraktion	-1	0.8150	2438
Poincaré-Gruppe	-1	0.8150	316
Minkowski-Diagramm	2	0.6162	3219
Relativgeschwindigkeit	2	0.6162	214
Rapidität (Physik)	2	0.6162	161
Relativistische Massenzunahme	2	0.6162	1408
Relativistische Rakete	2	0.6162	1056
Relativistischer Impuls	2	0.6162	411
Relativistisches Additionstheorem für Geschwindigkeiten	2	0.6162	464
Relativität der Gleichzeitigkeit	2	0.6162	1438
Doppler-Effekt	-1	0.8150	3131
Weltlinie	2	0.6162	472
Viererimpuls	2	0.6162	1014
Rotverschiebung	4	0.6571	3736
1/f²-Rauschen	7	0.5450	452
Zeitdilatation	2	0.6162	4413
Zwillingsparadoxon	3	0.4698	5273
Aktivierungsenergie	-1	0.8150	707
Adsorptionskapazität	-1	0.8150	204
1/f-Rauschen	7	0.5450	555
Andersen-Thermostat	16	0.6784	190
Adsorption	-1	0.8150	2073
ASEP	-1	0.8150	1112
Binder-Kumulante	16	0.6784	226
Gleichverteilungssatz	16	0.6784	1736
Boltzmann-Grad-Grenzwert	16	0.6784	439
Anomale Diffusion	-1	0.8150	1061
Boltzmann-Konstante	16	0.6784	692
Boltzmann-Gleichung	16	0.6784	578
Boltzmann-Medaille	16	0.6784	169
Brillouin-Paradoxon	-1	0.8150	187
Boltzmann-Statistik	16	0.6784	888
Chemisorption	-1	0.8150	371
Desorption	-1	0.8150	350
Crooks-Fluktuationstheorem	-1	0.8150	390
Brownsche Bewegung	-1	0.8150	1292
Diffusionsbegrenztes Wachstum	-1	0.8150	217
Dichtefunktionaltheorie (statistische Physik)	0	0.7204	1124
Diffusionsweg	-1	0.8150	136
Diffusionskoeffizient	-1	0.8150	564
Einstein-Smoluchowski-Beziehung	-1	0.8150	206
Ensemble (Physik)	16	0.6784	580
Ensemblemittelwert	16	0.6784	174
Eddy-Diffusion	-1	0.8150	155
Entropiekraft	16	0.6784	554
Equilibrierung	-1	0.8150	190
Ergodenhypothese	16	0.6784	632
FHP-Modell	-1	0.8150	478
Flächenstoßrate	13	0.6241	139
Fluktuationstheorem	-1	0.8150	368
Fluktuations-Dissipations-Theorem	-1	0.8150	563
Fokker-Planck-Gleichung	0	0.7204	710
Fugazität	16	0.6784	432
Funkelrauschen	-1	0.8150	209
Geschwindigkeitsdispersion	-1	0.8150	228
Gasstrahlung	12	0.6693	336
Gibbssches Paradoxon	16	0.6784	696
Gradient	-1	0.8150	963
Grauer Körper	12	0.6693	221
Großkanonisches Ensemble	16	0.6784	137
Schwarzer Körper	-1	0.8150	2963
Hexatische Phase	13	0.6241	675
